web_name,form,now_cost,selected_by_percent,event_points,total_points,ict_index,influence,creativity,threat,transfers_in,transfers_out,bonus
Proctor,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,148,47,0
Kambwala,0.5,40,0.0,0,2,1.9,18.0,1.4,0.0,668,257,0
O'Reilly,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,110,43,0
Bennett,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,113,54,0
Hesketh,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,76,31,0
Barnett,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,226,93,0
Hamilton,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,47,19,0
Nwaneri,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,17,4,0
Orford,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,15,3,0
Casey,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,84,12,0
