web_name,team,element_type,form,now_cost,selected_by_percent,event_points,total_points,ict_index,influence,creativity,threat,transfers_in,transfers_out,bonus
Balogun,Arsenal,FWD,0.0,44,0.2,0,0,0.0,0.0,0.0,0.0,10024,62443,0
Cédric,Arsenal,DEF,0.0,39,0.4,0,0,0.0,0.0,0.0,0.0,35274,42570,0
M.Elneny,Arsenal,MID,0.0,44,0.1,0,4,0.4,1.8,0.5,2.0,12814,19027,0
Fábio Vieira,Arsenal,MID,0.0,54,0.1,0,21,21.9,79.4,63.6,77.0,11478,18593,0
Gabriel,Arsenal,DEF,6.3,50,18.2,17,75,60.3,368.0,75.9,158.0,1572233,2629901,6
Havertz,Arsenal,MID,1.7,71,1.6,3,55,73.2,225.2,224.3,282.0,94271,397701,0
Holding,Crystal Palace,DEF,0.0,43,0.1,0,0,0.0,0.0,0.0,0.0,5389,15246,0
G.Jesus,Arsenal,FWD,2.3,80,4.3,5,53,104.3,242.4,280.8,520.0,983491,880646,8
Jorginho,Arsenal,MID,1.3,53,0.2,4,19,16.4,71.8,82.2,10.0,9151,18932,0
Kiwior,Arsenal,DEF,0.7,43,0.1,1,14,8.6,53.6,13.3,18.0,5366,9721,0
Marquinhos,Arsenal,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,819,11773,0
Martinelli,Arsenal,MID,7.0,77,5.6,14,71,127.0,311.8,460.0,504.0,984325,1836973,3
Nketiah,Arsenal,FWD,2.3,53,4.2,4,64,69.1,226.8,122.2,352.0,1550205,1562907,5
Ødegaard,Arsenal,MID,2.3,85,17.3,3,86,151.8,417.2,707.5,394.0,1851176,2535501,12
Thomas,Arsenal,MID,0.0,48,0.1,0,7,13.1,55.8,60.0,15.0,8587,37291,0
Pepe,Arsenal,MID,0.0,49,0.0,0,0,0.0,0.0,0.0,0.0,667,6383,0
Ramsdale,Arsenal,GK,0.0,46,6.1,0,17,5.6,55.8,0.0,0.0,264407,1447354,0
Rúnarsson,Arsenal,GK,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,990,11078,0
Saka,Arsenal,MID,4.0,91,62.3,3,110,207.6,571.8,807.9,694.0,4551427,4095056,11
Saliba,Arsenal,DEF,2.3,56,37.4,6,81,54.0,384.4,89.6,65.0,3539963,1841708,6
Sambi,Luton,MID,3.3,49,0.0,2,17,14.8,71.6,51.0,26.0,2045,2867,1
Smith Rowe,Arsenal,MID,0.7,53,0.1,1,12,12.9,44.8,20.7,65.0,5223,16463,0
Tavares,Nott'm Forest,DEF,0.3,40,0.3,1,1,4.6,22.4,13.5,10.0,24730,33012,0
Tierney,Arsenal,DEF,0.0,44,0.1,0,0,0.0,0.0,0.0,0.0,2665,28579,0
Tomiyasu,Arsenal,DEF,0.3,45,0.3,0,39,26.2,139.6,67.8,57.0,79466,87771,3
Trossard,Arsenal,MID,3.7,65,1.7,8,55,74.9,215.6,208.8,326.0,298371,684659,6
Trusty,Sheffield Utd,DEF,1.0,39,2.3,1,19,34.3,255.0,34.0,54.0,290965,167332,0
Turner,Nott'm Forest,GK,2.3,39,12.2,1,41,36.4,365.0,0.0,0.0,1135484,1210577,0
White,Arsenal,DEF,2.7,56,11.0,6,75,75.6,361.2,288.3,107.0,1423126,1306937,7
Xhaka,Arsenal,MID,0.0,60,0.0,0,0,0.0,0.0,0.0,0.0,0,1218,0
Zinchenko,Arsenal,DEF,2.3,52,10.4,6,77,75.3,296.4,334.2,123.0,1461907,1117147,11
Alex Moreno,Aston Villa,DEF,2.7,50,1.5,7,22,29.4,107.4,88.1,99.0,210180,70399,3
Archer,Sheffield Utd,FWD,2.3,44,7.0,1,57,65.6,195.2,227.9,233.0,1363929,1237721,8
Bailey,Aston Villa,MID,4.3,57,3.9,3,77,95.4,347.8,279.2,328.0,711680,411836,5
Buendia,Aston Villa,MID,0.0,57,0.0,0,0,0.0,0.0,0.0,0.0,747,17096,0
Cash,Aston Villa,DEF,0.3,47,16.9,1,51,75.3,300.4,161.4,291.0,3747951,2879618,4
Chambers,Aston Villa,DEF,0.0,39,0.9,0,0,0.0,0.0,0.0,0.0,50422,97561,0
Coutinho,Aston Villa,MID,0.0,58,0.2,0,2,1.8,4.0,2.8,12.0,4781,47663,0
Davis,Aston Villa,FWD,0.0,49,0.1,0,0,0.0,0.0,0.0,0.0,4950,23084,0
Dendoncker,Aston Villa,MID,4.7,49,0.0,0,20,10.0,59.2,3.9,37.0,3873,3950,3
Diego Carlos,Aston Villa,DEF,2.0,44,0.7,5,31,29.6,191.6,41.9,63.0,85832,68946,1
Digne,Aston Villa,DEF,0.3,46,3.1,0,56,86.8,278.2,467.3,122.0,985257,832248,2
Douglas Luiz,Aston Villa,MID,5.0,56,10.1,3,97,120.9,491.4,472.8,244.0,2090890,1345971,18
Duran,Aston Villa,FWD,2.0,50,0.2,1,24,20.8,81.2,30.5,103.0,50701,46537,3
Hause,Aston Villa,DEF,0.0,39,0.2,0,0,0.0,0.0,0.0,0.0,13089,18859,0
Iroegbunam,Aston Villa,MID,0.3,44,0.0,0,1,0.0,0.0,0.6,0.0,1539,3786,0
Kamara,Aston Villa,MID,1.0,50,0.1,3,34,55.1,231.4,279.7,38.0,14551,18177,1
Konsa,Aston Villa,DEF,2.0,46,3.2,6,57,56.9,341.8,103.6,122.0,388714,175400,4
Martinez,Aston Villa,GK,4.0,52,12.3,9,70,50.8,487.6,20.0,0.0,1153396,745028,12
McGinn,Aston Villa,MID,3.7,56,1.9,3,81,112.8,414.8,457.8,253.0,299949,170803,8
Mings,Aston Villa,DEF,0.0,41,1.2,0,0,2.2,3.6,13.0,5.0,10262,1069355,0
Nakamba,Luton,MID,0.0,44,0.6,0,21,26.5,146.4,102.8,14.0,178215,242109,0
Olsen,Aston Villa,GK,0.0,39,0.6,0,2,1.2,12.0,0.0,0.0,25496,54965,0
Philogene,Aston Villa,MID,0.0,45,0.1,0,1,0.3,0.4,0.3,2.0,3755,14500,0
J.Ramsey,Aston Villa,MID,0.7,59,0.1,0,17,26.8,78.4,84.1,104.0,16624,21406,0
Sanson,Aston Villa,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,615,0
Sinisalo,Aston Villa,GK,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,370,0
Tielemans,Aston Villa,MID,0.0,56,0.4,0,29,27.3,122.0,108.4,42.0,22814,98001,0
Bertrand Traoré,Aston Villa,MID,0.0,50,0.0,0,2,0.3,3.0,0.0,0.0,1452,3382,0
Watkins,Aston Villa,FWD,3.7,89,55.8,1,121,172.7,537.2,385.5,804.0,6285200,3052780,14
Wesley,Aston Villa,FWD,0.0,50,0.0,0,0,0.0,0.0,0.0,0.0,0,781,0
Anthony,Bournemouth,MID,0.0,49,0.0,0,3,3.0,9.0,4.6,16.0,1618,12757,0
Billing,Bournemouth,MID,1.0,52,0.4,1,51,72.8,267.2,243.9,217.0,63954,103796,3
Brooks,Bournemouth,MID,2.0,47,0.1,1,23,31.4,88.2,112.4,113.0,9382,14443,2
Christie,Bournemouth,MID,2.3,50,0.1,2,49,86.7,290.0,349.2,225.0,19953,16792,3
L.Cook,Bournemouth,MID,1.0,50,0.0,1,31,53.8,219.6,297.4,20.0,2664,4030,2
Siriki,Bournemouth,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,391,0
Fredericks,Bournemouth,DEF,0.0,43,0.0,0,0,0.0,0.0,0.0,0.0,747,2368,0
Hill,Bournemouth,DEF,0.3,40,0.1,1,2,2.5,22.2,2.2,0.0,6669,21870,0
Kelly,Bournemouth,DEF,0.0,45,0.0,0,20,20.2,125.6,69.0,8.0,10959,11555,3
Kilkenny,Bournemouth,MID,0.0,43,0.1,0,0,0.0,0.0,0.0,0.0,8073,10033,0
Kluivert,Bournemouth,MID,3.7,46,0.4,2,41,51.6,135.6,164.7,215.0,59717,71271,2
Lowe,Bournemouth,MID,0.0,49,0.0,0,0,0.0,0.0,0.0,0.0,81,1260,0
Marcondes,Bournemouth,MID,0.0,43,0.0,0,0,0.0,0.0,0.0,0.0,9456,9524,0
Mepham,Bournemouth,DEF,0.0,43,0.1,0,4,8.7,50.4,13.0,23.0,2254,6836,0
Moore,Bournemouth,FWD,0.3,46,0.2,1,14,14.1,37.4,27.9,81.0,19752,48358,2
Neto,Bournemouth,GK,4.0,46,3.5,1,70,49.9,498.4,0.0,0.0,501520,253589,10
O.Dango,Bournemouth,MID,1.3,47,0.0,0,16,30.8,92.2,89.3,124.0,1147,5219,0
Pearson,Bournemouth,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,109,0
Randolph,Bournemouth,GK,0.0,40,0.4,0,0,0.0,0.0,0.0,0.0,8597,27680,0
Rothwell,Bournemouth,MID,0.0,48,0.0,0,13,11.6,45.8,63.9,5.0,836,1845,0
Semenyo,Bournemouth,FWD,2.0,45,2.1,0,47,67.2,198.6,152.4,322.0,698299,614168,4
Senesi,Bournemouth,DEF,2.0,45,3.2,0,56,61.6,408.0,144.3,61.0,646293,338369,7
Smith,Bournemouth,DEF,2.3,44,0.1,0,33,29.8,167.0,127.2,2.0,21367,11358,0
Solanke,Bournemouth,FWD,3.3,71,27.5,2,100,152.7,519.8,187.7,819.0,3580380,1031310,10
Tavernier,Bournemouth,MID,3.7,54,0.7,2,62,100.1,325.4,378.0,298.0,183605,116249,5
Hamed Traorè,Bournemouth,MID,0.0,47,0.0,0,3,5.7,12.8,14.8,30.0,619,2109,0
Travers,Bournemouth,GK,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,551,9317,0
Zabarnyi,Bournemouth,DEF,2.7,44,0.2,0,42,41.9,351.0,42.5,26.0,35558,28325,1
Ajer,Brentford,DEF,0.3,44,0.2,1,23,32.9,128.0,94.7,107.0,42492,54789,1
Balcombe,Brentford,GK,0.0,39,0.2,0,0,0.0,0.0,0.0,0.0,9577,15579,0
Baptiste,Brentford,MID,0.3,43,0.9,1,13,13.1,65.6,25.4,41.0,108456,312615,0
Bech,Brentford,DEF,0.0,40,0.1,0,0,0.0,0.0,0.0,0.0,2309,15510,0
Bidstrup,Brentford,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,133,0
Canós,Brentford,MID,0.0,50,0.0,0,0,0.0,0.0,0.0,0.0,292,3816,0
Collins,Brentford,DEF,0.7,45,0.4,1,42,49.5,326.2,53.0,114.0,108270,104615,3
Cox,Brentford,GK,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,526,0
Damsgaard,Brentford,MID,2.3,48,0.0,5,14,16.4,49.6,67.0,47.0,1856,10304,0
Dasilva,Brentford,MID,0.3,47,0.0,1,2,0.9,1.2,0.3,8.0,985,10613,0
Dervişoğlu,Brentford,FWD,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,819,0
Flekken,Brentford,GK,1.0,45,2.5,1,49,38.9,389.0,0.0,0.0,467985,416850,1
Goode,Brentford,DEF,0.0,39,0.2,0,0,0.0,0.0,0.0,0.0,21241,18601,0
Henry,Brentford,DEF,0.0,43,0.9,0,13,15.7,72.8,67.9,17.0,560007,728569,0
Hickey,Brentford,DEF,0.0,44,0.1,0,17,12.9,66.6,28.4,37.0,23290,42220,0
Janelt,Brentford,MID,2.0,53,0.1,2,47,79.6,256.8,348.8,190.0,10703,13474,1
Jensen,Brentford,MID,2.7,54,0.8,5,66,76.5,304.2,364.3,98.0,449584,465050,8
Lewis-Potter,Brentford,MID,3.7,47,0.1,2,36,47.4,134.2,81.6,260.0,13805,7871,1
Mbeumo,Brentford,MID,0.0,68,6.6,0,87,122.1,384.2,397.6,440.0,4623968,5019739,9
Mee,Brentford,DEF,2.3,48,1.5,7,29,39.7,218.8,80.2,98.0,191280,635550,3
Nørgaard,Brentford,MID,1.0,54,0.1,0,42,77.1,308.8,249.8,210.0,20407,26543,2
Onyeka,Brentford,MID,0.3,49,0.0,0,20,36.1,138.4,122.7,101.0,2689,3054,0
Pinnock,Brentford,DEF,0.7,46,3.4,1,51,71.5,475.4,58.6,178.0,570840,434864,5
Raya,Arsenal,GK,5.0,49,6.3,8,63,24.4,244.6,0.0,0.0,788854,680598,3
Roerslev,Brentford,DEF,3.0,44,0.1,4,28,34.0,176.8,142.0,19.0,8308,9275,0
Schade,Brentford,MID,0.0,52,0.1,0,19,15.1,48.2,42.0,62.0,18637,26114,2
Strakosha,Brentford,GK,0.0,39,1.9,0,4,4.3,42.8,0.0,0.0,273416,138437,0
Toney,Brentford,FWD,2.7,80,3.7,8,8,9.5,51.2,30.3,13.0,417160,53966,3
Trevitt,Brentford,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,236,1915,0
Wissa,Brentford,FWD,3.0,57,4.8,0,65,90.4,248.6,201.5,461.0,2016400,2194668,8
Yarmoliuk,Brentford,MID,1.0,43,0.6,1,15,15.3,48.6,37.5,67.0,56769,83021,0
Zanka,Brentford,DEF,0.3,43,0.1,0,4,5.9,39.4,19.3,0.0,2378,6352,0
Adingra,Brighton,MID,0.0,50,0.4,0,56,89.2,276.8,271.9,345.0,247949,240091,6
Alzate,Brighton,MID,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,2752,13275,0
Ayari,Brighton,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,483,5021,0
Buonanotte,Brighton,MID,1.0,47,0.0,0,20,30.6,92.4,132.1,81.0,5699,7748,1
Caicedo,Chelsea,MID,1.5,45,1.2,3,34,44.0,233.2,184.1,27.0,107919,312588,0
Connolly,Brighton,FWD,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,3862,0
Dahoud,Brighton,MID,0.0,48,0.1,0,14,21.7,70.4,127.2,24.0,8497,18672,0
Dunk,Brighton,DEF,0.0,50,2.8,0,23,66.4,369.2,96.8,198.0,376049,553907,1
Enciso,Brighton,MID,0.0,50,0.4,0,8,9.4,39.0,25.0,30.0,46654,385692,0
Estupiñan,Brighton,DEF,4.0,51,26.3,0,37,55.5,232.2,206.1,117.0,3255502,5675448,5
Ferguson,Brighton,FWD,1.7,59,5.2,0,57,64.2,255.8,78.1,309.0,1285321,1451065,5
Gilmour,Brighton,MID,1.7,49,0.3,0,44,62.5,194.6,347.4,83.0,84941,71928,4
Gross,Brighton,MID,1.7,65,6.6,0,82,162.6,539.4,789.7,296.0,907027,626982,15
João Pedro,Brighton,FWD,6.0,55,13.7,0,71,123.4,413.2,271.9,548.0,1896959,2841802,9
Karbownik,Brighton,DEF,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,2357,0
Kozłowski,Brighton,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,130,0
Lallana,Brighton,MID,0.7,49,0.0,0,18,27.6,54.0,146.2,76.0,4799,8540,0
Lamptey,Brighton,DEF,0.0,39,3.8,0,9,8.2,44.0,31.1,7.0,676058,997835,0
March,Brighton,MID,0.0,61,2.2,0,39,46.4,197.4,126.5,139.0,1021653,1237749,6
McGill,Brighton,GK,0.0,39,0.3,0,0,0.0,0.0,0.0,0.0,19656,19705,0
Milner,Brighton,MID,3.0,48,0.1,0,24,42.6,144.0,235.2,46.0,8658,22423,0
Mitoma,Brighton,MID,0.0,64,14.2,0,63,118.9,294.2,346.3,547.0,2897385,5271647,7
Moder,Brighton,MID,0.3,44,0.1,0,4,4.4,13.0,24.2,6.0,7070,10273,0
Sanchez,Chelsea,GK,0.0,46,3.5,0,59,45.2,450.6,0.1,0.0,996449,1014129,7
Sarmiento,Brighton,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,1567,0
Scherpen,Brighton,GK,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,33,0
Steele,Brighton,GK,3.0,42,2.0,0,27,23.7,236.8,0.1,0.0,151241,489351,2
Undav,Brighton,FWD,0.0,55,0.0,0,0,0.0,0.0,0.0,0.0,0,4458,0
Van Hecke,Brighton,DEF,3.0,40,2.2,0,29,48.9,344.8,64.7,78.0,312558,228030,3
Veltman,Brighton,DEF,0.0,43,0.5,0,20,28.5,180.4,55.3,49.0,98661,163796,0
Verbruggen,Brighton,GK,0.0,44,0.4,0,20,23.3,232.6,0.0,0.0,36111,50482,2
Webster,Brighton,DEF,2.0,42,0.2,0,11,18.0,125.4,30.4,23.0,17728,35240,0
Welbeck,Brighton,FWD,2.3,57,0.7,0,31,40.4,121.4,103.1,179.0,89150,263853,4
Zeqiri,Brighton,FWD,0.0,44,0.5,0,0,0.0,0.0,0.0,0.0,25876,102593,0
Agyei,Burnley,MID,0.0,42,0.2,0,0,0.0,0.0,0.0,0.0,33939,35644,0
Al-Dakhil,Burnley,DEF,0.7,38,0.8,2,12,23.5,146.2,41.9,47.0,135602,109437,0
Bastien,Burnley,MID,0.0,49,0.0,0,0,0.0,0.0,0.0,0.0,326,2662,0
Benson,Burnley,MID,0.0,52,0.1,0,4,4.0,8.0,9.1,22.0,2131,15831,0
Beyer,Burnley,DEF,0.7,40,1.4,0,30,41.3,330.8,46.1,35.0,100626,387292,4
Brownhill,Burnley,MID,2.0,47,0.3,2,52,72.6,307.4,278.2,138.0,59250,62086,0
Churlinov,Burnley,MID,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,1358,3764,0
Cork,Burnley,MID,0.3,48,0.0,1,2,0.6,3.0,1.1,2.0,753,2730,0
Costelloe,Burnley,MID,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,101,2900,0
Cullen,Burnley,MID,0.7,50,0.1,2,20,31.6,158.0,137.8,20.0,7380,10603,0
Egan-Riley,Burnley,DEF,0.0,39,0.2,0,0,0.0,0.0,0.0,0.0,22958,21866,0
Ekdal,Burnley,DEF,0.7,39,0.1,2,5,4.2,23.8,12.8,6.0,9552,21418,0
Foster,Burnley,FWD,3.3,48,0.5,2,49,61.2,253.2,138.8,220.0,270196,264137,4
Franchi,Burnley,GK,0.0,39,0.1,0,0,0.0,0.0,0.0,0.0,10361,13303,0
Gudmundsson,Burnley,MID,3.0,48,0.0,3,27,61.1,141.0,371.3,97.0,3667,6317,0
McNally,Burnley,DEF,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,1746,0
Muric,Burnley,GK,0.0,43,0.1,0,0,0.0,0.0,0.0,0.0,2046,17653,0
O'Shea,Burnley,DEF,2.0,44,0.3,2,33,59.0,369.2,108.3,110.0,24915,23754,1
Obafemi,Burnley,FWD,0.0,49,0.0,0,2,1.7,0.0,0.6,17.0,3460,6402,0
Peacock-Farrell,Burnley,GK,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,1036,0
Roberts,Burnley,DEF,0.7,43,0.2,1,12,25.3,142.8,103.3,8.0,14931,30838,0
Rodriguez,Burnley,FWD,0.0,53,0.3,0,33,38.0,129.8,50.7,206.0,51258,58958,3
Taylor,Burnley,DEF,0.3,40,4.9,0,34,43.4,274.8,126.9,30.0,809072,408472,1
Thomas,Burnley,DEF,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,1356,0
Twine,Burnley,MID,0.0,49,0.0,0,0,0.0,0.0,0.0,0.0,119,2680,0
Vigouroux,Burnley,GK,0.0,39,0.3,0,0,0.0,0.0,0.0,0.0,17061,15195,0
Vitinho,Burnley,DEF,1.3,44,0.2,2,28,26.1,128.0,81.2,52.0,11450,15568,0
Weghorst,Burnley,FWD,0.0,55,0.0,0,0,0.0,0.0,0.0,0.0,0,14938,0
Zaroury,Burnley,MID,0.0,47,0.0,0,3,4.8,3.8,31.6,19.0,1894,12353,0
Ampadu,Chelsea,DEF,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,902,0
Andrey,Chelsea,MID,0.0,43,0.1,0,1,0.2,0.0,0.5,3.0,14728,20823,0
Arrizabalaga,Chelsea,GK,0.0,50,0.2,0,0,0.0,0.0,0.0,0.0,1775,84630,0
Aubameyang,Chelsea,FWD,0.0,65,0.0,0,0,0.0,0.0,0.0,0.0,0,1991,0
Azpilicueta,Chelsea,DEF,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,99,0
Baba,Chelsea,DEF,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,286,0
B.Badiashile,Chelsea,DEF,0.8,44,0.1,0,17,18.5,123.8,36.5,25.0,21595,16144,4
Bettinelli,Chelsea,GK,-0.2,40,0.0,0,-1,0.0,0.0,0.0,0.0,1963,2495,0
Broja,Chelsea,FWD,1.5,49,0.2,2,24,25.2,57.6,58.2,144.0,81671,71262,0
Chalobah,Chelsea,DEF,0.0,43,0.0,0,0,0.0,0.0,0.0,0.0,823,17035,0
Chilwell,Chelsea,DEF,0.2,54,4.9,1,16,29.8,59.2,151.3,88.0,2131704,3162018,2
Chukwuemeka,Chelsea,MID,0.2,42,1.0,1,7,10.1,36.8,25.1,39.0,263525,444320,0
Colwill,Chelsea,DEF,2.8,47,7.0,7,61,60.7,331.8,111.0,163.0,1164776,757043,4
Cucurella,Chelsea,DEF,0.0,48,0.4,0,10,29.9,148.4,92.3,58.0,54908,85130,0
Enzo,Chelsea,MID,0.8,48,2.2,2,47,88.4,285.2,329.8,270.0,349272,560273,3
D.D.Fofana,Burnley,FWD,0.0,50,0.0,0,0,0.0,0.0,0.0,0.0,159,393,0
W.Fofana,Chelsea,DEF,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,782,3282,0
Gallagher,Chelsea,MID,1.8,54,0.5,3,56,97.9,349.2,440.9,193.0,88056,96479,4
Gusto,Chelsea,DEF,3.5,42,7.5,5,39,40.5,174.6,176.3,54.0,2202676,1626028,5
Hall,Newcastle,DEF,1.0,43,0.1,1,7,5.0,29.2,4.4,17.0,18763,28727,0
Hudson-Odoi,Nott'm Forest,MID,2.7,47,0.1,5,31,35.5,115.6,160.6,78.0,41158,41235,3
James,Chelsea,DEF,0.0,53,3.0,0,9,33.2,115.2,156.9,59.0,507379,1747081,0
Lukaku,Chelsea,FWD,0.0,68,0.3,0,0,0.0,0.0,0.0,0.0,9006,61568,0
Madueke,Chelsea,MID,3.8,53,0.2,1,22,31.3,108.2,85.7,120.0,21739,19156,1
Mount,Man Utd,MID,0.0,68,0.8,0,12,18.0,53.0,86.3,40.0,24886,282866,0
Mudryk,Chelsea,MID,2.2,63,1.0,0,54,58.3,189.4,214.6,181.0,150990,332983,4
N.Jackson,Chelsea,FWD,2.0,69,4.5,0,66,124.2,384.6,244.2,617.0,1631482,2713371,5
Nkunku,Chelsea,FWD,2.5,74,2.0,0,10,13.0,38.2,22.8,72.0,435864,400023,2
Pulisic,Chelsea,MID,0.0,55,0.0,0,0,0.0,0.0,0.0,0.0,0,404,0
M.Sarr,Chelsea,DEF,0.0,43,0.1,0,0,0.0,0.0,0.0,0.0,4745,9576,0
Slonina,Chelsea,GK,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,0,4140,0
Sterling,Chelsea,MID,2.5,71,8.3,6,87,125.5,345.0,361.7,549.0,3032581,2546182,6
T.Silva,Chelsea,DEF,2.0,50,4.0,5,56,64.8,476.0,91.7,78.0,398290,339849,5
Ziyech,Chelsea,MID,0.0,54,0.1,0,0,0.0,0.0,0.0,0.0,1010,16424,0
Ahamada,Crystal Palace,MID,0.3,43,0.6,1,10,4.3,15.2,17.9,9.0,163766,134212,0
Andersen,Crystal Palace,DEF,1.0,49,16.2,0,69,93.9,541.8,194.0,203.0,3003327,1635431,9
J.Ayew,Crystal Palace,MID,3.3,54,0.3,0,60,94.8,313.2,255.4,380.0,100714,113000,0
Clyne,Crystal Palace,DEF,1.3,44,0.1,1,18,14.4,96.0,33.8,13.0,8248,12473,0
C.Doucouré,Crystal Palace,MID,0.0,49,0.1,0,21,34.2,165.8,138.5,36.0,11511,14891,0
Ebiowei,Crystal Palace,MID,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,2194,5992,0
Edouard,Crystal Palace,FWD,0.0,54,1.6,0,59,96.6,295.0,183.6,485.0,978294,1051454,9
Eze,Crystal Palace,MID,4.3,60,3.2,2,51,108.6,294.4,447.6,343.0,642659,1859072,3
Guaita,Crystal Palace,GK,0.0,44,0.2,0,0,0.0,0.0,0.0,0.0,2528,70248,0
Guéhi,Crystal Palace,DEF,2.3,44,3.4,1,57,48.7,384.6,66.2,35.0,637249,479736,6
Hughes,Crystal Palace,MID,1.0,49,0.0,2,28,42.6,172.6,214.5,40.0,2070,2102,0
Johnstone,Crystal Palace,GK,0.0,45,2.4,0,56,25.6,254.4,0.0,0.0,704455,692085,7
Lerma,Crystal Palace,MID,2.0,47,0.1,2,38,65.3,206.0,248.1,199.0,10775,37576,3
Mateta,Crystal Palace,FWD,2.0,49,0.7,2,50,61.5,196.6,212.0,206.0,186152,159089,5
Matthews,Crystal Palace,GK,0.0,39,0.1,0,1,0.1,1.0,0.0,0.0,6407,8775,0
Mitchell,Crystal Palace,DEF,2.0,46,3.5,0,62,61.6,368.4,188.5,58.0,989036,705867,6
O'Brien,Crystal Palace,DEF,0.0,40,0.0,0,0,0.0,0.0,0.0,0.0,415,10299,0
Olise,Crystal Palace,MID,8.0,59,1.4,0,55,90.2,304.6,321.6,274.0,265922,144344,11
Plange,Crystal Palace,FWD,0.0,45,0.0,0,0,0.0,0.0,0.0,0.0,0,1546,0
C.Richards,Crystal Palace,DEF,0.7,39,0.6,0,12,19.5,150.0,30.4,14.0,66746,55826,0
Riedewald,Crystal Palace,MID,0.0,43,0.1,0,7,2.2,9.4,5.0,8.0,8094,9732,0
Schlupp,Crystal Palace,MID,1.3,49,0.1,2,45,55.8,195.2,182.0,183.0,16781,24671,1
Tomkins,Crystal Palace,DEF,0.0,40,0.4,0,1,0.2,1.6,0.1,0.0,21294,68352,0
Ward,Crystal Palace,DEF,0.0,45,0.2,0,36,31.9,219.6,69.4,31.0,33545,43252,0
Whitworth,Crystal Palace,GK,0.0,39,1.0,0,0,0.0,0.0,0.0,0.0,24111,51809,0
André Gomes,Everton,MID,0.7,44,0.1,0,9,10.6,36.8,46.0,25.0,10591,25963,0
Branthwaite,Everton,DEF,2.3,41,3.3,6,51,43.9,335.0,43.3,61.0,499561,203171,5
Calvert-Lewin,Everton,FWD,1.7,58,0.9,2,47,74.6,160.8,135.3,461.0,350630,354532,3
Coleman,Everton,DEF,2.3,44,0.0,6,13,4.7,41.2,2.8,2.0,2602,5790,0
Dele,Everton,MID,0.0,48,0.0,0,0,0.0,0.0,0.0,0.0,730,3569,0
A.Doucoure,Everton,MID,1.0,55,0.7,3,79,111.2,347.2,305.8,456.0,383801,353725,7
Garner,Everton,MID,2.3,49,0.1,3,52,88.3,335.2,384.8,163.0,28705,25321,2
Gbamin,Everton,MID,0.0,44,0.0,0,0,0.0,0.0,0.0,0.0,330,2467,0
Godfrey,Everton,DEF,0.0,43,0.1,0,7,1.0,9.6,0.8,0.0,5531,13170,0
Gray,Everton,MID,0.0,53,0.1,0,0,0.0,0.0,0.0,0.0,1890,30914,0
Gana,Everton,MID,0.0,48,0.0,0,26,38.2,158.6,139.3,84.0,3372,6178,2
Holgate,Everton,DEF,0.0,40,0.4,0,0,0.0,0.0,0.0,0.0,4656,136197,0
Iwobi,Fulham,MID,1.3,53,0.5,0,53,88.3,262.8,316.9,302.0,137732,171351,3
Keane,Everton,DEF,0.7,43,0.2,0,18,20.0,106.0,4.0,90.0,15668,24522,2
Maupay,Brentford,FWD,4.0,49,1.0,6,47,75.8,202.4,155.3,403.0,186431,214404,4
McNeil,Everton,MID,2.3,54,0.5,1,63,98.9,325.0,429.9,234.0,102830,67412,3
Mykolenko,Everton,DEF,2.7,46,5.7,6,71,62.5,354.6,102.3,169.0,878385,329157,7
Onana,Everton,MID,2.3,47,0.2,3,42,54.6,190.0,176.0,178.0,19451,30488,3
Patterson,Everton,DEF,0.0,44,0.2,0,33,35.2,195.2,131.5,24.0,22907,29982,3
